time,time_order,ReportingPeriod,visn,site,unit_type,groupvar,groupvar_value,N,ND,EXP,unadjusted_mortality,SMR,SMR_CI_lower,SMR_CI_upper
Rolling 24 Months,4,2026Q1,3,FAC021,Surgical,admission_source,Other,1,0,0.211729,0.0,0.0,0.0,17.328929
Rolling 24 Months,4,2026Q1,1,FAC020,Medical,losingspec,,1,1,0.253364,1.0,3.946891,0.0515,21.964293
Rolling 24 Months,4,2026Q1,1,FAC020,Medical,lward,ICU,1,1,0.253364,1.0,3.946891,0.0515,21.964293
Rolling 24 Months,4,2026Q1,1,FAC020,Medical,organ_system,NU9,1,1,0.253364,1.0,3.946891,0.0515,21.964293
Rolling 24 Months,4,2026Q1,1,FAC020,Medical,age_cat,"[45,55)",1,1,0.253364,1.0,3.946891,0.0515,21.964293
Rolling 24 Months,4,2026Q1,1,FAC020,Medical,severity,10-<30%,1,1,0.253364,1.0,3.946891,0.0515,21.964293
Rolling 24 Months,4,2026Q1,1,FAC020,Medical,unit_type,Medical,1,1,0.253364,1.0,3.946891,0.0515,21.964293
Rolling 24 Months,4,2026Q1,1,FAC020,Medical,admission_source,Other,1,1,0.253364,1.0,3.946891,0.0515,21.964293
Rolling 24 Months,4,2026Q1,1,FAC020,Medical,predicted_mortality_group,10-<30%,1,1,0.253364,1.0,3.946891,0.0515,21.964293
Rolling 24 Months,4,2026Q1,3,FAC009,Medical,organ_system,NU9,2,0,0.281386,0.0,0.0,0.0,13.039159
Rolling 24 Months,4,2026Q1,3,FAC009,Medical,age_cat,"[65,75)",1,0,0.1565,0.0,0.0,0.0,23.444325
Rolling 24 Months,4,2026Q1,3,FAC009,Medical,severity,10-<30%,3,1,0.418717,0.333333,2.388248,0.031162,13.290507
Rolling 24 Months,4,2026Q1,3,FAC009,Medical,admission_source,Clinic,1,0,0.1565,0.0,0.0,0.0,23.444325
Rolling 24 Months,4,2026Q1,3,FAC009,Medical,predicted_mortality_group,10-<30%,3,1,0.418717,0.333333,2.388248,0.031162,13.290507
Rolling 24 Months,4,2026Q1,4,FAC014,ICU,lward,ICU,1,0,0.112843,0.0,0.0,0.0,32.514528
Rolling 24 Months,4,2026Q1,4,FAC014,ICU,organ_system,GI7,1,0,0.112843,0.0,0.0,0.0,32.514528
Rolling 24 Months,4,2026Q1,4,FAC014,ICU,age_cat,"[LOW,45)",1,0,0.112843,0.0,0.0,0.0,32.514528
Rolling 24 Months,4,2026Q1,2,FAC024,Surgical,losingspec,,2,0,0.225021,0.0,0.0,0.0,16.305309
Rolling 24 Months,4,2026Q1,2,FAC024,Surgical,lward,Clinic/ED,1,0,0.134093,0.0,0.0,0.0,27.361882
Rolling 24 Months,4,2026Q1,2,FAC024,Surgical,organ_system,NP3,1,0,0.134093,0.0,0.0,0.0,27.361882
Rolling 24 Months,4,2026Q1,2,FAC024,Surgical,age_cat,"[65,75)",1,0,0.134093,0.0,0.0,0.0,27.361882
Rolling 24 Months,4,2026Q1,2,FAC024,Surgical,severity,10-<30%,1,0,0.134093,0.0,0.0,0.0,27.361882
Rolling 24 Months,4,2026Q1,2,FAC024,Surgical,unit_type,Surgical,2,0,0.225021,0.0,0.0,0.0,16.305309
Rolling 24 Months,4,2026Q1,2,FAC024,Surgical,admission_source,Emergency,1,0,0.134093,0.0,0.0,0.0,27.361882
Rolling 24 Months,4,2026Q1,2,FAC024,Surgical,predicted_mortality_group,10-<30%,1,0,0.134093,0.0,0.0,0.0,27.361882
Rolling 24 Months,4,2026Q1,3,FAC004,Medical,organ_system,RS11,1,0,0.232856,0.0,0.0,0.0,15.756677
Rolling 24 Months,4,2026Q1,2,FAC019,ICU,losingspec,,1,0,0.171466,0.0,0.0,0.0,21.398043
Rolling 24 Months,4,2026Q1,2,FAC019,ICU,lward,Clinic/ED,1,0,0.171466,0.0,0.0,0.0,21.398043
Rolling 24 Months,4,2026Q1,2,FAC019,ICU,organ_system,NP3,1,0,0.171466,0.0,0.0,0.0,21.398043
Rolling 24 Months,4,2026Q1,2,FAC019,ICU,age_cat,"[65,75)",1,0,0.171466,0.0,0.0,0.0,21.398043
Rolling 24 Months,4,2026Q1,2,FAC019,ICU,severity,10-<30%,1,0,0.171466,0.0,0.0,0.0,21.398043
Rolling 24 Months,4,2026Q1,2,FAC019,ICU,unit_type,ICU,1,0,0.171466,0.0,0.0,0.0,21.398043
Rolling 24 Months,4,2026Q1,2,FAC019,ICU,admission_source,Other,1,0,0.171466,0.0,0.0,0.0,21.398043
Rolling 24 Months,4,2026Q1,2,FAC019,ICU,predicted_mortality_group,10-<30%,1,0,0.171466,0.0,0.0,0.0,21.398043
Rolling 24 Months,4,2026Q1,4,FAC020,Medical,organ_system,OM1,1,0,0.26387,0.0,0.0,0.0,13.904714
Rolling 24 Months,4,2026Q1,4,FAC020,Medical,severity,10-<30%,1,0,0.26387,0.0,0.0,0.0,13.904714
Rolling 24 Months,4,2026Q1,4,FAC020,Medical,admission_source,Transfer,1,0,0.26387,0.0,0.0,0.0,13.904714
Rolling 24 Months,4,2026Q1,4,FAC020,Medical,predicted_mortality_group,10-<30%,1,0,0.26387,0.0,0.0,0.0,13.904714
Rolling 24 Months,4,2026Q1,5,FAC014,Surgical,lward,Clinic/ED,2,0,0.237772,0.0,0.0,0.0,15.430904
Rolling 24 Months,4,2026Q1,5,FAC014,Surgical,organ_system,CV9,1,0,0.141433,0.0,0.0,0.0,25.941873
Rolling 24 Months,4,2026Q1,5,FAC014,Surgical,age_cat,"[65,75)",2,0,0.237772,0.0,0.0,0.0,15.430904
Rolling 24 Months,4,2026Q1,5,FAC014,Surgical,severity,10-<30%,1,0,0.141433,0.0,0.0,0.0,25.941873
Rolling 24 Months,4,2026Q1,5,FAC014,Surgical,predicted_mortality_group,10-<30%,1,0,0.141433,0.0,0.0,0.0,25.941873
Rolling 24 Months,4,2026Q1,5,FAC015,Surgical,lward,Surgical,1,0,0.154347,0.0,0.0,0.0,23.771352
Rolling 24 Months,4,2026Q1,5,FAC015,Surgical,severity,10-<30%,2,0,0.406894,0.0,0.0,0.0,9.017181
Rolling 24 Months,4,2026Q1,5,FAC015,Surgical,admission_source,Emergency,2,0,0.406894,0.0,0.0,0.0,9.017181
Rolling 24 Months,4,2026Q1,5,FAC015,Surgical,predicted_mortality_group,10-<30%,2,0,0.406894,0.0,0.0,0.0,9.017181
Rolling 24 Months,4,2026Q1,2,FAC025,Stepdown,losingspec,,1,0,0.561372,0.0,0.0,0.0,6.535839
Rolling 24 Months,4,2026Q1,2,FAC025,Stepdown,lward,Clinic/ED,1,0,0.561372,0.0,0.0,0.0,6.535839
Rolling 24 Months,4,2026Q1,2,FAC025,Stepdown,organ_system,RS11,1,0,0.561372,0.0,0.0,0.0,6.535839
Rolling 24 Months,4,2026Q1,2,FAC025,Stepdown,age_cat,"[85,HIGH]",1,0,0.561372,0.0,0.0,0.0,6.535839
Rolling 24 Months,4,2026Q1,2,FAC025,Stepdown,severity,30%+,1,0,0.561372,0.0,0.0,0.0,6.535839
Rolling 24 Months,4,2026Q1,2,FAC025,Stepdown,unit_type,Stepdown,1,0,0.561372,0.0,0.0,0.0,6.535839
Rolling 24 Months,4,2026Q1,2,FAC025,Stepdown,admission_source,Emergency,1,0,0.561372,0.0,0.0,0.0,6.535839
Rolling 24 Months,4,2026Q1,2,FAC025,Stepdown,predicted_mortality_group,30%+,1,0,0.561372,0.0,0.0,0.0,6.535839
Rolling 24 Months,4,2026Q1,1,FAC024,Stepdown,losingspec,,1,0,0.187575,0.0,0.0,0.0,19.560372
Rolling 24 Months,4,2026Q1,1,FAC024,Stepdown,lward,Clinic/ED,1,0,0.187575,0.0,0.0,0.0,19.560372
Rolling 24 Months,4,2026Q1,1,FAC024,Stepdown,organ_system,GI7,1,0,0.187575,0.0,0.0,0.0,19.560372
Rolling 24 Months,4,2026Q1,1,FAC024,Stepdown,age_cat,"[85,HIGH]",1,0,0.187575,0.0,0.0,0.0,19.560372
Rolling 24 Months,4,2026Q1,1,FAC024,Stepdown,severity,10-<30%,1,0,0.187575,0.0,0.0,0.0,19.560372
Rolling 24 Months,4,2026Q1,1,FAC024,Stepdown,unit_type,Stepdown,1,0,0.187575,0.0,0.0,0.0,19.560372
Rolling 24 Months,4,2026Q1,1,FAC024,Stepdown,admission_source,Transfer,1,0,0.187575,0.0,0.0,0.0,19.560372
Rolling 24 Months,4,2026Q1,1,FAC024,Stepdown,predicted_mortality_group,10-<30%,1,0,0.187575,0.0,0.0,0.0,19.560372
Rolling 24 Months,4,2026Q1,2,FAC008,ICU,organ_system,NU9,1,0,0.283835,0.0,0.0,0.0,12.926654
Rolling 24 Months,4,2026Q1,2,FAC008,ICU,severity,10-<30%,2,0,0.482022,0.0,0.0,0.0,7.611762
Rolling 24 Months,4,2026Q1,2,FAC008,ICU,predicted_mortality_group,10-<30%,2,0,0.482022,0.0,0.0,0.0,7.611762
Rolling 24 Months,4,2026Q1,2,FAC004,Stepdown,lward,Medical,1,1,0.324386,1.0,3.082747,0.040224,17.155368
Rolling 24 Months,4,2026Q1,2,FAC004,Stepdown,age_cat,"[55,65)",1,1,0.324386,1.0,3.082747,0.040224,17.155368
Rolling 24 Months,4,2026Q1,2,FAC004,Stepdown,severity,30%+,1,1,0.324386,1.0,3.082747,0.040224,17.155368
Rolling 24 Months,4,2026Q1,2,FAC004,Stepdown,admission_source,Other,1,1,0.324386,1.0,3.082747,0.040224,17.155368
Rolling 24 Months,4,2026Q1,2,FAC004,Stepdown,predicted_mortality_group,30%+,1,1,0.324386,1.0,3.082747,0.040224,17.155368
Rolling 24 Months,4,2026Q1,2,FAC017,Stepdown,losingspec,,2,1,0.857967,0.5,1.165546,0.015208,6.486218
Rolling 24 Months,4,2026Q1,2,FAC017,Stepdown,lward,Clinic/ED,1,0,0.248538,0.0,0.0,0.0,14.762478
Rolling 24 Months,4,2026Q1,2,FAC017,Stepdown,organ_system,OM1,2,1,0.857967,0.5,1.165546,0.015208,6.486218
Rolling 24 Months,4,2026Q1,2,FAC017,Stepdown,age_cat,"[65,75)",1,0,0.248538,0.0,0.0,0.0,14.762478
Rolling 24 Months,4,2026Q1,2,FAC017,Stepdown,severity,10-<30%,1,0,0.248538,0.0,0.0,0.0,14.762478
Rolling 24 Months,4,2026Q1,2,FAC017,Stepdown,unit_type,Stepdown,2,1,0.857967,0.5,1.165546,0.015208,6.486218
Rolling 24 Months,4,2026Q1,2,FAC017,Stepdown,admission_source,Other,1,0,0.248538,0.0,0.0,0.0,14.762478
Rolling 24 Months,4,2026Q1,2,FAC017,Stepdown,predicted_mortality_group,10-<30%,1,0,0.248538,0.0,0.0,0.0,14.762478
Rolling 24 Months,4,2026Q1,1,FAC029,Medical,lward,ICU,1,0,0.155516,0.0,0.0,0.0,23.592665
Rolling 24 Months,4,2026Q1,1,FAC029,Medical,organ_system,NU9,1,0,0.155516,0.0,0.0,0.0,23.592665
Rolling 24 Months,4,2026Q1,1,FAC029,Medical,age_cat,"[55,65)",1,0,0.155516,0.0,0.0,0.0,23.592665
Rolling 24 Months,4,2026Q1,1,FAC005,Medical,severity,30%+,1,0,0.388978,0.0,0.0,0.0,9.432505
Rolling 24 Months,4,2026Q1,1,FAC005,Medical,predicted_mortality_group,30%+,1,0,0.388978,0.0,0.0,0.0,9.432505
Rolling 24 Months,4,2026Q1,1,FAC003,Medical,lward,Medical,1,0,0.162052,0.0,0.0,0.0,22.641108
Rolling 24 Months,4,2026Q1,1,FAC003,Medical,organ_system,RS11,1,0,0.162052,0.0,0.0,0.0,22.641108
Rolling 24 Months,4,2026Q1,1,FAC003,Medical,age_cat,"[75,85)",2,0,0.258939,0.0,0.0,0.0,14.169503
Rolling 24 Months,4,2026Q1,1,FAC021,Stepdown,losingspec,,1,0,0.066625,0.0,0.0,0.0,55.069972
Rolling 24 Months,4,2026Q1,1,FAC021,Stepdown,lward,Clinic/ED,1,0,0.066625,0.0,0.0,0.0,55.069972
Rolling 24 Months,4,2026Q1,1,FAC021,Stepdown,organ_system,NU9,1,0,0.066625,0.0,0.0,0.0,55.069972
Rolling 24 Months,4,2026Q1,1,FAC021,Stepdown,age_cat,"[LOW,45)",1,0,0.066625,0.0,0.0,0.0,55.069972
Rolling 24 Months,4,2026Q1,1,FAC021,Stepdown,severity,5-<10%,1,0,0.066625,0.0,0.0,0.0,55.069972
Rolling 24 Months,4,2026Q1,1,FAC021,Stepdown,unit_type,Stepdown,1,0,0.066625,0.0,0.0,0.0,55.069972
Rolling 24 Months,4,2026Q1,1,FAC021,Stepdown,admission_source,Emergency,1,0,0.066625,0.0,0.0,0.0,55.069972
Rolling 24 Months,4,2026Q1,1,FAC021,Stepdown,predicted_mortality_group,5-<10%,1,0,0.066625,0.0,0.0,0.0,55.069972
Rolling 24 Months,4,2026Q1,3,FAC028,Medical,age_cat,"[55,65)",1,1,0.190435,1.0,5.251136,0.068518,29.222365
Rolling 24 Months,4,2026Q1,3,FAC028,Medical,admission_source,Other,1,1,0.190435,1.0,5.251136,0.068518,29.222365
Rolling 24 Months,4,2026Q1,2,FAC026,Surgical,losingspec,,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 24 Months,4,2026Q1,2,FAC026,Surgical,lward,Surgical,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 24 Months,4,2026Q1,2,FAC026,Surgical,organ_system,GI7,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 24 Months,4,2026Q1,2,FAC026,Surgical,age_cat,"[55,65)",1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 24 Months,4,2026Q1,2,FAC026,Surgical,severity,30%+,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 24 Months,4,2026Q1,2,FAC026,Surgical,unit_type,Surgical,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 24 Months,4,2026Q1,2,FAC026,Surgical,admission_source,Clinic,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 24 Months,4,2026Q1,2,FAC026,Surgical,predicted_mortality_group,30%+,1,1,0.351689,1.0,2.843421,0.037102,15.823529
Rolling 24 Months,4,2026Q1,1,FAC003,Stepdown,losingspec,,2,0,0.213172,0.0,0.0,0.0,17.211627
Rolling 24 Months,4,2026Q1,1,FAC003,Stepdown,lward,ICU,1,0,0.113118,0.0,0.0,0.0,32.435482
Rolling 24 Months,4,2026Q1,1,FAC003,Stepdown,organ_system,GI7,1,0,0.113118,0.0,0.0,0.0,32.435482
Rolling 24 Months,4,2026Q1,1,FAC003,Stepdown,age_cat,"[LOW,45)",1,0,0.113118,0.0,0.0,0.0,32.435482
Rolling 24 Months,4,2026Q1,1,FAC003,Stepdown,severity,10-<30%,2,0,0.213172,0.0,0.0,0.0,17.211627
Rolling 24 Months,4,2026Q1,1,FAC003,Stepdown,unit_type,Stepdown,2,0,0.213172,0.0,0.0,0.0,17.211627
Rolling 24 Months,4,2026Q1,1,FAC003,Stepdown,admission_source,Emergency,2,0,0.213172,0.0,0.0,0.0,17.211627
Rolling 24 Months,4,2026Q1,1,FAC003,Stepdown,predicted_mortality_group,10-<30%,2,0,0.213172,0.0,0.0,0.0,17.211627
Rolling 24 Months,4,2026Q1,2,FAC014,Medical,age_cat,"[55,65)",2,0,0.249098,0.0,0.0,0.0,14.729291
Rolling 24 Months,4,2026Q1,2,FAC014,Medical,severity,5-<10%,1,0,0.074118,0.0,0.0,0.0,49.502643
Rolling 24 Months,4,2026Q1,2,FAC014,Medical,predicted_mortality_group,5-<10%,1,0,0.074118,0.0,0.0,0.0,49.502643
Rolling 24 Months,4,2026Q1,3,FAC006,Stepdown,losingspec,,1,0,0.174796,0.0,0.0,0.0,20.990394
Rolling 24 Months,4,2026Q1,3,FAC006,Stepdown,lward,Surgical,1,0,0.174796,0.0,0.0,0.0,20.990394
Rolling 24 Months,4,2026Q1,3,FAC006,Stepdown,organ_system,NP3,1,0,0.174796,0.0,0.0,0.0,20.990394
Rolling 24 Months,4,2026Q1,3,FAC006,Stepdown,age_cat,"[85,HIGH]",1,0,0.174796,0.0,0.0,0.0,20.990394
Rolling 24 Months,4,2026Q1,3,FAC006,Stepdown,severity,10-<30%,1,0,0.174796,0.0,0.0,0.0,20.990394
Rolling 24 Months,4,2026Q1,3,FAC006,Stepdown,unit_type,Stepdown,1,0,0.174796,0.0,0.0,0.0,20.990394
Rolling 24 Months,4,2026Q1,3,FAC006,Stepdown,admission_source,Transfer,1,0,0.174796,0.0,0.0,0.0,20.990394
Rolling 24 Months,4,2026Q1,3,FAC006,Stepdown,predicted_mortality_group,10-<30%,1,0,0.174796,0.0,0.0,0.0,20.990394
Rolling 24 Months,4,2026Q1,4,FAC002,ICU,lward,Medical,1,0,0.112177,0.0,0.0,0.0,32.707568
Rolling 24 Months,4,2026Q1,4,FAC002,ICU,organ_system,NU9,1,0,0.112177,0.0,0.0,0.0,32.707568
Rolling 24 Months,4,2026Q1,4,FAC002,ICU,age_cat,"[45,55)",1,0,0.112177,0.0,0.0,0.0,32.707568
Rolling 24 Months,4,2026Q1,4,FAC002,ICU,admission_source,Transfer,1,0,0.112177,0.0,0.0,0.0,32.707568
Rolling 24 Months,4,2026Q1,4,FAC015,Medical,lward,ICU,1,0,0.038481,0.0,0.0,0.0,95.346713
Rolling 24 Months,4,2026Q1,4,FAC015,Medical,organ_system,RN1,1,0,0.038481,0.0,0.0,0.0,95.346713
Rolling 24 Months,4,2026Q1,4,FAC015,Medical,age_cat,"[55,65)",1,0,0.038481,0.0,0.0,0.0,95.346713
Rolling 24 Months,4,2026Q1,4,FAC015,Medical,severity,2.5-<5%,1,0,0.038481,0.0,0.0,0.0,95.346713
Rolling 24 Months,4,2026Q1,4,FAC015,Medical,predicted_mortality_group,2.5-<5%,1,0,0.038481,0.0,0.0,0.0,95.346713
Rolling 24 Months,4,2026Q1,2,FAC013,Surgical,losingspec,,1,0,0.294229,0.0,0.0,0.0,12.470004
Rolling 24 Months,4,2026Q1,2,FAC013,Surgical,lward,Surgical,1,0,0.294229,0.0,0.0,0.0,12.470004
Rolling 24 Months,4,2026Q1,2,FAC013,Surgical,organ_system,SP5,1,0,0.294229,0.0,0.0,0.0,12.470004
Rolling 24 Months,4,2026Q1,2,FAC013,Surgical,age_cat,"[45,55)",1,0,0.294229,0.0,0.0,0.0,12.470004
Rolling 24 Months,4,2026Q1,2,FAC013,Surgical,severity,10-<30%,1,0,0.294229,0.0,0.0,0.0,12.470004
Rolling 24 Months,4,2026Q1,2,FAC013,Surgical,unit_type,Surgical,1,0,0.294229,0.0,0.0,0.0,12.470004
Rolling 24 Months,4,2026Q1,2,FAC013,Surgical,admission_source,Emergency,1,0,0.294229,0.0,0.0,0.0,12.470004
Rolling 24 Months,4,2026Q1,2,FAC013,Surgical,predicted_mortality_group,10-<30%,1,0,0.294229,0.0,0.0,0.0,12.470004
Rolling 24 Months,4,2026Q1,4,FAC013,Surgical,lward,Clinic/ED,1,0,0.140742,0.0,0.0,0.0,26.069239
Rolling 24 Months,4,2026Q1,4,FAC013,Surgical,organ_system,SP5,1,0,0.140742,0.0,0.0,0.0,26.069239
Rolling 24 Months,4,2026Q1,4,FAC013,Surgical,age_cat,"[85,HIGH]",1,0,0.140742,0.0,0.0,0.0,26.069239
Rolling 24 Months,4,2026Q1,4,FAC013,Surgical,admission_source,Transfer,1,0,0.140742,0.0,0.0,0.0,26.069239
Rolling 24 Months,4,2026Q1,2,FAC018,ICU,losingspec,,1,0,0.153048,0.0,0.0,0.0,23.973112
Rolling 24 Months,4,2026Q1,2,FAC018,ICU,lward,Clinic/ED,1,0,0.153048,0.0,0.0,0.0,23.973112
Rolling 24 Months,4,2026Q1,2,FAC018,ICU,organ_system,NP3,1,0,0.153048,0.0,0.0,0.0,23.973112
Rolling 24 Months,4,2026Q1,2,FAC018,ICU,age_cat,"[75,85)",1,0,0.153048,0.0,0.0,0.0,23.973112
Rolling 24 Months,4,2026Q1,2,FAC018,ICU,severity,10-<30%,1,0,0.153048,0.0,0.0,0.0,23.973112
Rolling 24 Months,4,2026Q1,2,FAC018,ICU,unit_type,ICU,1,0,0.153048,0.0,0.0,0.0,23.973112
Rolling 24 Months,4,2026Q1,2,FAC018,ICU,admission_source,Emergency,1,0,0.153048,0.0,0.0,0.0,23.973112
Rolling 24 Months,4,2026Q1,2,FAC018,ICU,predicted_mortality_group,10-<30%,1,0,0.153048,0.0,0.0,0.0,23.973112
Rolling 24 Months,4,2026Q1,1,FAC024,ICU,losingspec,,1,1,0.391664,1.0,2.553209,0.033315,14.208508
Rolling 24 Months,4,2026Q1,1,FAC024,ICU,lward,Clinic/ED,1,1,0.391664,1.0,2.553209,0.033315,14.208508
Rolling 24 Months,4,2026Q1,1,FAC024,ICU,organ_system,GI7,1,1,0.391664,1.0,2.553209,0.033315,14.208508
Rolling 24 Months,4,2026Q1,1,FAC024,ICU,age_cat,"[85,HIGH]",1,1,0.391664,1.0,2.553209,0.033315,14.208508
Rolling 24 Months,4,2026Q1,1,FAC024,ICU,severity,30%+,1,1,0.391664,1.0,2.553209,0.033315,14.208508
Rolling 24 Months,4,2026Q1,1,FAC024,ICU,unit_type,ICU,1,1,0.391664,1.0,2.553209,0.033315,14.208508
Rolling 24 Months,4,2026Q1,1,FAC024,ICU,admission_source,Emergency,1,1,0.391664,1.0,2.553209,0.033315,14.208508
Rolling 24 Months,4,2026Q1,1,FAC024,ICU,predicted_mortality_group,30%+,1,1,0.391664,1.0,2.553209,0.033315,14.208508
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,organ_system,NP3,1,1,0.329645,1.0,3.033566,0.039583,16.881679
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,admission_source,Clinic,1,1,0.329645,1.0,3.033566,0.039583,16.881679
Rolling 24 Months,4,2026Q1,5,FAC014,Surgical,organ_system,NP3,1,0,0.096339,0.0,0.0,0.0,38.084648
Rolling 24 Months,4,2026Q1,5,FAC024,ICU,organ_system,NP3,1,0,0.045136,0.0,0.0,0.0,81.288481
Rolling 24 Months,4,2026Q1,5,FAC024,ICU,age_cat,"[45,55)",1,0,0.045136,0.0,0.0,0.0,81.288481
Rolling 24 Months,4,2026Q1,5,FAC024,ICU,severity,2.5-<5%,1,0,0.045136,0.0,0.0,0.0,81.288481
Rolling 24 Months,4,2026Q1,5,FAC024,ICU,predicted_mortality_group,2.5-<5%,1,0,0.045136,0.0,0.0,0.0,81.288481
Rolling 24 Months,4,2026Q1,4,FAC015,ICU,losingspec,,1,1,0.281199,1.0,3.5562,0.046402,19.790117
Rolling 24 Months,4,2026Q1,4,FAC015,ICU,lward,Medical,1,1,0.281199,1.0,3.5562,0.046402,19.790117
Rolling 24 Months,4,2026Q1,4,FAC015,ICU,organ_system,RS11,1,1,0.281199,1.0,3.5562,0.046402,19.790117
Rolling 24 Months,4,2026Q1,4,FAC015,ICU,age_cat,"[65,75)",1,1,0.281199,1.0,3.5562,0.046402,19.790117
Rolling 24 Months,4,2026Q1,4,FAC015,ICU,severity,10-<30%,1,1,0.281199,1.0,3.5562,0.046402,19.790117
Rolling 24 Months,4,2026Q1,4,FAC015,ICU,unit_type,ICU,1,1,0.281199,1.0,3.5562,0.046402,19.790117
Rolling 24 Months,4,2026Q1,4,FAC015,ICU,admission_source,Emergency,1,1,0.281199,1.0,3.5562,0.046402,19.790117
Rolling 24 Months,4,2026Q1,4,FAC015,ICU,predicted_mortality_group,10-<30%,1,1,0.281199,1.0,3.5562,0.046402,19.790117
Rolling 24 Months,4,2026Q1,5,FAC015,Surgical,lward,Medical,1,0,0.252547,0.0,0.0,0.0,14.528135
Rolling 24 Months,4,2026Q1,5,FAC015,Surgical,organ_system,SP5,1,0,0.252547,0.0,0.0,0.0,14.528135
Rolling 24 Months,4,2026Q1,5,FAC015,Surgical,age_cat,"[85,HIGH]",1,0,0.252547,0.0,0.0,0.0,14.528135
Rolling 24 Months,4,2026Q1,3,FAC023,Surgical,organ_system,SP5,1,1,0.302741,1.0,3.303154,0.0431,18.381921
Rolling 24 Months,4,2026Q1,3,FAC023,Surgical,age_cat,"[85,HIGH]",1,1,0.302741,1.0,3.303154,0.0431,18.381921
Rolling 24 Months,4,2026Q1,2,FAC002,ICU,losingspec,,1,0,0.120171,0.0,0.0,0.0,30.531799
Rolling 24 Months,4,2026Q1,2,FAC002,ICU,lward,Surgical,1,0,0.120171,0.0,0.0,0.0,30.531799
Rolling 24 Months,4,2026Q1,2,FAC002,ICU,organ_system,NP3,1,0,0.120171,0.0,0.0,0.0,30.531799
Rolling 24 Months,4,2026Q1,2,FAC002,ICU,age_cat,"[65,75)",1,0,0.120171,0.0,0.0,0.0,30.531799
Rolling 24 Months,4,2026Q1,2,FAC002,ICU,severity,10-<30%,1,0,0.120171,0.0,0.0,0.0,30.531799
Rolling 24 Months,4,2026Q1,2,FAC002,ICU,unit_type,ICU,1,0,0.120171,0.0,0.0,0.0,30.531799
Rolling 24 Months,4,2026Q1,2,FAC002,ICU,admission_source,Emergency,1,0,0.120171,0.0,0.0,0.0,30.531799
Rolling 24 Months,4,2026Q1,2,FAC002,ICU,predicted_mortality_group,10-<30%,1,0,0.120171,0.0,0.0,0.0,30.531799
Rolling 24 Months,4,2026Q1,4,FAC025,ICU,lward,ICU,1,0,0.110051,0.0,0.0,0.0,33.339423
Rolling 24 Months,4,2026Q1,4,FAC025,ICU,severity,10-<30%,1,0,0.110051,0.0,0.0,0.0,33.339423
Rolling 24 Months,4,2026Q1,4,FAC025,ICU,admission_source,Transfer,1,0,0.110051,0.0,0.0,0.0,33.339423
Rolling 24 Months,4,2026Q1,4,FAC025,ICU,predicted_mortality_group,10-<30%,1,0,0.110051,0.0,0.0,0.0,33.339423
Rolling 24 Months,4,2026Q1,3,FAC008,Surgical,organ_system,NP3,1,0,0.192637,0.0,0.0,0.0,19.046377
Rolling 24 Months,4,2026Q1,3,FAC008,Surgical,age_cat,"[65,75)",1,0,0.192637,0.0,0.0,0.0,19.046377
Rolling 24 Months,4,2026Q1,3,FAC008,Surgical,severity,10-<30%,1,0,0.192637,0.0,0.0,0.0,19.046377
Rolling 24 Months,4,2026Q1,3,FAC008,Surgical,admission_source,Emergency,1,0,0.192637,0.0,0.0,0.0,19.046377
Rolling 24 Months,4,2026Q1,3,FAC008,Surgical,predicted_mortality_group,10-<30%,1,0,0.192637,0.0,0.0,0.0,19.046377
Rolling 24 Months,4,2026Q1,3,FAC004,Medical,organ_system,CV9,1,0,0.015566,0.0,0.0,0.0,235.708394
Rolling 24 Months,4,2026Q1,3,FAC004,Medical,age_cat,"[LOW,45)",1,0,0.015566,0.0,0.0,0.0,235.708394
Rolling 24 Months,4,2026Q1,3,FAC004,Medical,severity,<2.5%,1,0,0.015566,0.0,0.0,0.0,235.708394
Rolling 24 Months,4,2026Q1,3,FAC004,Medical,predicted_mortality_group,<2.5%,1,0,0.015566,0.0,0.0,0.0,235.708394
Rolling 24 Months,4,2026Q1,4,FAC003,ICU,losingspec,,1,0,0.104465,0.0,0.0,0.0,35.122164
Rolling 24 Months,4,2026Q1,4,FAC003,ICU,lward,Clinic/ED,1,0,0.104465,0.0,0.0,0.0,35.122164
Rolling 24 Months,4,2026Q1,4,FAC003,ICU,organ_system,CV9,1,0,0.104465,0.0,0.0,0.0,35.122164
Rolling 24 Months,4,2026Q1,4,FAC003,ICU,age_cat,"[55,65)",1,0,0.104465,0.0,0.0,0.0,35.122164
Rolling 24 Months,4,2026Q1,4,FAC003,ICU,severity,10-<30%,1,0,0.104465,0.0,0.0,0.0,35.122164
Rolling 24 Months,4,2026Q1,4,FAC003,ICU,unit_type,ICU,1,0,0.104465,0.0,0.0,0.0,35.122164
Rolling 24 Months,4,2026Q1,4,FAC003,ICU,admission_source,Emergency,1,0,0.104465,0.0,0.0,0.0,35.122164
